1, 7.01906
1, 6.54146
1, 6.32617
1, 8.59711
1, 6.22918
1, 6.86945
1, 6.11297
1, 8.35057
1, 6.36458
1, 6.43911
2, 6.50377
2, 6.06842
2, 5.95406
2, 6.15134
2, 6.21811
2, 6.02587
2, 6.02136
2, 6.19177
2, 6.28623
2, 6.24668
3, 4.4039
3, 4.51033
3, 4.43304
3, 4.32797
3, 4.24583
3, 4.70761
3, 4.42327
3, 4.68436
3, 4.26746
3, 4.45052
4, 3.68228
4, 3.50273
4, 3.62708
4, 3.4451
4, 3.45853
4, 3.69018
4, 3.57357
4, 3.54592
4, 3.51219
4, 3.50997
5, 2.88143
5, 2.68377
5, 2.87362
5, 2.89389
5, 2.71967
5, 2.78371
5, 2.86633
5, 2.91529
5, 2.87013
5, 2.9432
6, 2.48507
6, 2.53974
6, 2.4009
6, 2.41401
6, 2.62456
6, 2.3662
6, 2.36691
6, 2.39503
6, 2.62144
6, 2.33374
7, 2.26643
7, 2.15413
7, 2.29454
7, 2.22231
7, 2.25994
7, 2.2739
7, 2.27735
7, 2.26988
7, 2.0255
7, 1.99781
8, 1.98439
8, 1.99558
8, 2.07325
8, 2.02972
8, 1.72935
8, 1.85137
8, 1.96882
8, 1.84495
8, 2.01983
8, 2.03649
9, 1.54703
9, 1.6547
9, 1.58529
9, 1.49005
9, 1.82868
9, 1.66085
9, 1.8124
9, 1.60587
9, 1.6593
9, 1.69911
10, 1.55419
10, 1.53003
10, 1.69469
10, 1.51023
10, 1.45834
10, 1.52856
10, 1.50543
10, 1.51596
10, 1.46364
10, 1.57188
11, 1.54481
11, 1.40364
11, 1.54871
11, 1.43885
11, 1.57364
11, 1.3781
11, 1.49001
11, 1.34289
11, 1.3651
11, 1.37114
12, 1.23079
12, 1.49362
12, 1.38663
12, 1.25329
12, 1.2902
12, 1.41033
12, 1.2777
12, 1.25389
12, 1.24546
12, 1.46049
13, 1.16174
13, 1.18877
13, 1.38451
13, 1.18176
13, 1.12726
13, 1.39483
13, 1.39751
13, 1.3839
13, 1.17958
13, 1.1054
14, 1.09806
14, 1.3368
14, 1.06332
14, 1.12399
14, 1.11289
14, 1.10654
14, 1.08453
14, 1.06707
14, 1.2227
14, 1.11771
